match_id,team_name,utc_start,comp_id,season,round,team_location,goals_per_kick,m_per_run,tb_per_run,lb_per_run,offs_per_run,ta_per_touch,lba_per_touch,kick_per_touch,pass_per_touch,km_per_kick,tries_per_game,err_per_touch,points_per_game,tackles_time,saves_per_game,miss_per_t,pen_per_t,ineff_per_t
98670408,Sharks,2016-03-28T08:00:08Z,9867,2016,4,home,0.9638857142857142,9.49632508526076,0.07293609337605877,0.004495420168067228,0.039719715789785,0.002464259952638545,2.1591586559661365e-4,0.024181386837268774,0.29065776091786333,36.305775555555556,0.12760000000000002,0.04102157199304064,0.8695529411764706,28.82040588235294,0,0.09044846660566083,0.021983133498655348,0.03630609440156153
98670408,Storm,2016-03-28T08:00:08Z,9867,2016,4,away,0.6371600000000001,8.902689944561159,0.08482317216484497,0.03325577876984127,0.052596133233596465,9.286392856738781e-4,0.003570784837385728,0.03700449056378508,0.26514837689735454,40.59045015873015,0.1864235294117647,0.052990021208431555,1.118964705882353,27.298856862745097,0,0.07393867514379389,0.011764352734302552,0.11330865074551223
98670501,Eagles,2016-03-31T09:05:01Z,9867,2016,5,home,0.9646935999999999,8.784277269490596,0.06749155312071028,0.006881925663356254,0.04855277210423563,0.009124046877979262,0.00861498009337068,0.01770174952704463,0.33052428955143204,15.695312666666668,0.1340489411764706,0.029964998422929715,0.7078230588235295,31.15188862745098,0.09771576470588234,Inf,Inf,Inf
98670501,Rabbitohs,2016-03-31T09:05:01Z,9867,2016,5,away,NA,9.47723547772184,0.1441093693126318,0.04756908203463203,0.04304099437492333,0.010025499234314462,0.0045421436384739155,0.027017754504819382,0.2966099564936553,36.827725875324674,0.3942865,0.02971716733142296,1.5921459999999998,27.413074458333334,0.0689155,0.02926841500534867,0.03580142637522257,0.020281636307488523
98670502,Broncos,2016-04-01T09:05:02Z,9867,2016,5,away,0.34059000000000006,9.026028628342589,0.08923173794312628,0.0314594150290499,0.045372311173185687,0.008724054052543603,0.011999830430549464,0.040829723208880224,0.3207897542330898,37.12771734385615,0.2384,0.03870192590136509,1.2362390588235295,26.598394039215687,0.006847058823529418,0.08646077726752306,0.04233358456134211,0.11451432501484958
98670502,Titans,2016-04-01T09:05:02Z,9867,2016,5,home,NA,8.74071626308025,0.05684261595323536,0.012681719705185163,0.05014032001332002,0.009098288099699816,0.005594079311749152,0.01583501953332257,0.33762133419248525,20.226040790909096,0.298373,0.038033570221925585,1.251242,25.1352675,0.062725,0.0655679131847631,0.037766998322750045,0.07347190102210792
98670503,Storm,2016-04-02T04:00:03Z,9867,2016,5,home,0.6589304,8.784846017397198,0.07100663247275603,0.018122389889289048,0.03144870483162962,0.0013184084248869248,0.004133174152643949,0.04137524215162007,0.2854114694128841,39.86335648253968,0.08809866666666669,0.049881494139025144,0.7580522666666667,31.085748044444443,0,0.07269601840013472,0.01311507603129415,0.06104715856938975
98670503,Knights,2016-04-02T04:00:03Z,9867,2016,5,away,1,10.027093385081576,0.09635653324833061,0.021792342507784612,0.0202084662358883,0.005714676149502121,0.007225832967683939,0.03180299044334502,0.3014244296421401,30.140286042328043,0.1254365,0.030439452400832512,0.766719,30.70651675,0,Inf,0.03384508771209381,0.05315687086290348
98670504,Sharks,2016-04-02T06:30:04Z,9867,2016,5,away,0.9510525714285714,9.542283964567709,0.07697100955033553,0.00547499467787115,0.04472486952119897,0.0025634631790096445,5.657692628069272e-4,0.025063265125890796,0.31055024741617915,36.06957187936507,0.12700282352941178,0.041347311121987786,0.8667915294117647,30.244161921568626,0,0.06617739508783319,0.02189884428140446,0.011698123049038627
98670504,Tigers,2016-04-02T06:30:04Z,9867,2016,5,home,NA,10.857880600592667,0.09234970334555151,0.0340025556547619,0.05073757039602554,0.014605013199121959,0.014862932730570901,0.03276091524157096,0.38635203094708803,34.74483074285715,0.2793901176470588,0.04556153659300856,1.637723294117647,27.822064509803923,0.007058823529411771,0.20679484491774758,0.01886391885812099,0.03727814348754382
